source_id,title,publisher,url,pub_date,last_verified,type,status,status_display,note,archived_url
S170,"Rep. Mark Takano, House floor remarks on veteran foreclosures (May 20 2026)",Office of Rep. Mark Takano via Forbes Breaking News,https://www.youtube.com/watch?v=5W7DkUPnums,2026-05-20,2026-08-18,video,verified,verified,"Verbatim: ""10,000 veterans have lost their home in the past year and tens of thousands more are set to be foreclosed on."" Ties the rise to the end of VASP and states that refinancing, the remaining option, becomes more expensive under this bill. Same day as the SVAC hearing that produced S001. Supplied by Leann 2026-08-18. DATED FIGURE: carries the 10,000 count current at the time. The project's lead figure is 15,000+ (Blumenthal, SVAC, 2026-05-20). This citation is accurate AS DATED and must not be corrected upward.",
S171,"HVAC Full Committee Oversight Hearing, February 11, 2026",House Committee on Veterans' Affairs,https://veterans.house.gov/calendar/eventsingle.aspx?EventID=7852,2026-02-11,2026-08-19,hearing,verified,verified,"HVAC Full Committee Oversight Hearing of 2026-02-11, where Sec. Collins told Rep. Pappas the partial claim 'should be done shortly'. Registered 2026-08-19 from the watch completeness audit; CONFIRMED BY LEANN 2026-08-19: the .gov event page opens and carries the hearing video (congress.gov committee stream recorded 2026-02-11 is the same recording; congress.gov blocks our fetcher, P11 - verify from a browser, not the machine).",
S172,"38 U.S.C. 3709, Refinancing of housing loans (recoupment, net tangible benefit, loan seasoning)",U.S. Congress / Cornell LII,https://www.law.cornell.edu/uscode/text/38/3709,2018,2026-08-21,statute,verified,verified,"The federal anti-churning conditions for VA refinances. Subsection (a) requires the lender to certify a recoupment period and that all fees and incurred costs are scheduled to be recouped on or before 36 months after loan issuance. Subsection (b) requires a net tangible benefit test, a rate not less than 50 basis points below the previous loan where a fixed rate replaces a fixed rate and 200 basis points where an adjustable rate replaces a fixed rate, and limits how discount points may produce the lower rate. Subsection (c) is the seasoning rule. Enacted as section 309 of Pub. L. 115-174, the Protecting Veterans from Predatory Lending Act, May 24 2018; seasoning amended by Pub. L. 116-33, July 25 2019, to measure 210 days from the first payment DUE date. The IRRRL audit worksheet verified this citation against law.cornell.edu on 2026-06-11; subsections (a), (b) and (c) re-read and confirmed verbatim 2026-08-21.",
S173,"38 CFR 36.4307, Interest rate reduction refinancing loan",U.S. Government / Cornell LII,https://www.law.cornell.edu/cfr/text/38/36.4307,,2026-08-21,regulation,verified-needs-date,PENDING DATE,"VA regulation for IRRRLs. Paragraph (a)(3) requires the new monthly principal and interest payment to be lower than the payment on the loan being refinanced. Paragraph (a)(4)(i) caps the new loan at the balance being refinanced plus closing costs authorized by 36.4313(d) and a discount not to exceed 2 percent of the loan amount. Both confirmed verbatim 2026-08-21. Publication date not established from the page itself; the source worksheet records the e-CFR credit as last substantively amended October 22 2010, which has NOT been independently confirmed here, hence verified-needs-date.",
S174,"VA Circular 26-19-22, Clarification and Updates to Policy Guidance for VA Interest Rate Reduction Refinance Loans (IRRRLs)","U.S. Department of Veterans Affairs, VBA",https://www.benefits.va.gov/HOMELOANS/documents/circulars/26_19_22.pdf,2019-08-08,2026-08-21,agency circular,verified,verified,"VA guidance implementing 38 U.S.C. 3709. Three passages confirmed verbatim 2026-08-21: on disclosure, Lenders should twice present the Veteran with a comparison of the refinance loan to the loan being refinanced; on rate reduction, the refinance loan interest rate must be not less than 0.50 percent (50 basis points) lower than the interest rate of the loan being refinanced; and on seasoning, Due to the nature of the loan seasoning requirement, remedial action is not possible in cases where the loan that was refinanced was not properly seasoned.",
S175,"Ginnie Mae APM 21-06, Seasoning Requirements for Refinances of Modified VA Loans, Policy Clarification",Government National Mortgage Association (Ginnie Mae),https://www.ginniemae.gov/memorandum/apm/seasoning-requirements-refinances-modified-va-loans-policy-clarification-apm-21-06,,,agency guidance,verified-needs-date,PENDING DATE,"CORRECTED 2026-09-04. The register called this APM 17-06; the memorandum itself reads APM 21-06. Title and number read off the document Leann downloaded on 2026-09-04, not off the URL slug. THE DATE IS CONTESTED AND IS DELIBERATELY NOT SET. The page prints ''Published Date: 06/15/2026'' but that cannot be the issue date: Ginnie Mae numbers APMs by year, this memo references APM 19-05 and the Protecting Affordable Mortgages for Veterans Act of 2019, and its own text sets ''an effective date of January 1, 2022''. A memorandum issued in June 2026 cannot set an effective date four years earlier. 06/15/2026 is a content-management republication timestamp. The real issue date is 2021 on the internal evidence and needs one primary confirmation before it is written here. WHAT THIS SOURCE CARRIES: refinances of a Modified VA Loan ARE subject to the Chapter 24 Part 2 Section A(3)(d) seasoning requirements, because the modified loan is treated as a new loan and must itself be seasoned before it can be refinanced and pooled.",
S176,"VA OIG Audit 18-03979-204, Oversight and Resolution of Home Loan Defaults",VA Office of Inspector General,https://www.vaoig.gov/reports/audit/oversight-and-resolution-home-loan-defaults,2019-09-30,2026-08-21,oversight report,verified,verified,"Confirmed from the OIG landing page 2026-08-21. Verbatim: The OIG found the Loan Guaranty Service did not always provide sufficient oversight to ensure borrowers in default received the needed assistance. And: The audit team estimated, based on a sample review of 200 loans, that 14 percent of loans had at least one oversight deficiency. Four recommendations, all Closed-Implemented, with closure dates September 30 2019, February 24 2020 (two) and June 23 2020. CORRECTION TO THE INTERNAL SOURCE: the private OIG quotes appendix records all four as closed June 23 2020; the dashboard on the landing page shows four different closure dates, the last of which is June 23 2020.",
S177,"VA OIG Management Advisory Memorandum 22-01290-237, VBA Has Opportunities to Further Incorporate I CARE Values When Planning, Implementing, or Overseeing Programs",VA Office of Inspector General,https://www.vaoig.gov/sites/default/files/reports/2022-12/VAOIG-22-01290-237.pdf,2022-12-08,2026-08-21,oversight report,verified,verified,"Confirmed from the OIG PDF 2026-08-21. Page 2, verbatim: VBA's well-intentioned focus on solving organizational challenges has, however, resulted in negative consequences for some veterans and their families. Page 7 records VBA's non-concurrence, verbatim: VBA strongly oppose[s] the implication that VBA did not always fully consider the effect organizational decisions would have on Veterans, beneficiaries, and their families. Advisory memorandum, no new recommendations. Cross-cutting across VBA, not a Loan Guaranty finding.",
S178,"VA OIG Audit 21-01295-149, Additional Measures Would Better Protect Borrowers from Risks Associated with Interest Rate Reduction Refinance Loans",VA Office of Inspector General,https://www.vaoig.gov/sites/default/files/reports/2023-08/VAOIG-21-01295-149.pdf,2023-08-23,2026-08-21,oversight report,verified,verified,"Confirmed from the OIG PDF 2026-08-21. Verbatim with pages: Prior to these new controls, LGY was unable to sufficiently ensure those three requirements were met (page ii); lenders did not comply, and LGY's controls were not sufficient for obtaining compliance (page iii); the OIG estimated that at least 3,200 FY 2020 borrowers were overcharged $1.6 million (page ii); approximately 18,400 of the FY 2020 borrowers (21 percent) were potentially overcharged a total of $3 million (page 19); In fiscal year (FY) 2020, VA reported a 598 percent increase in the number of IRRRLs from the previous year (page 1). The three requirements are fee recoupment, net tangible benefit and loan seasoning. Nine recommendations, VBA concurred with all nine.",
S179,AG Campbell Reaches $4.65 Million Settlement with Mortgage Loan Servicer for Unlawful Foreclosures and Deceptive Business Practices,Office of the Massachusetts Attorney General,https://www.mass.gov/news/ag-campbell-reaches-465-million-settlement-with-mortgage-loan-servicer-for-unlawful-foreclosures-and-deceptive-business-practices,2025-12-17,2026-08-21,agency press release,verified,verified,Confirmed 2026-08-21. Headline verbatim as the title above; subtitle verbatim: Violations Include Failure to Correctly Implement Covid-Era Protections. Settlement with Newrez LLC as successor by merger to Specialized Loan Servicing LLC. CORRECTION TO THE INTERNAL SOURCE: the private litigation memo renders the subtitle as Failure to Correctly Implement COVID-Era Protections; the published capitalisation is Covid-Era.,
S180,"Harrell v. Freedom Mortgage Corp., No. 19-1379 (4th Cir. Oct. 2, 2020), published opinion",U.S. Court of Appeals for the Fourth Circuit,https://www.ca4.uscourts.gov/opinions/191379.p.pdf,2020-10-02,2026-08-21,court opinion,verified,verified,"Confirmed from the court's own published PDF 2026-08-21. Verbatim holding on which servicer owes the escrow duty: the person responsible for servicing the mortgage at the time a payment is due must make that payment. The opinion ties the duty to the date the payment becomes due and reads timely manner under 12 C.F.R. 1024.17(k)(1) as on or before the deadline to avoid a penalty. NOTE ON THE INTERNAL SOURCE: the private litigation memo states the holding as a paraphrase, not a quotation; the sentence quoted here is the court's. The company in the case name is a citation, not a subject.",
S181,WA DFI Finalizes Investigation of Nationstar/Mr. Cooper's Misconduct and Operational Weaknesses,Washington State Department of Financial Institutions,https://dfi.wa.gov/news/press/wa-dfi-finalizes-investigation-nationstarmr-coopers-misconduct-and-operational,2020-12-07,2026-08-21,agency press release,verified,verified,"Confirmed 2026-08-21. Verbatim: consumer redress approaching $90 million to more than 115,000 consumers in 53 states, and penalties in excess of $6.5 million; Washington share $2,117,231 for 4,766 consumers plus $750,000 in penalties. Conduct named includes impermissible mortgage origination fees and charges, missed tax payments from borrower escrow accounts, failure to terminate private mortgage insurance when conditions were met, mishandling of loan modifications and servicing transfers, and wrongful foreclosures. 52 state regulators, 51 state attorneys general and the CFPB. CORRECTION TO THE INTERNAL SOURCE: the private litigation memo says $90M+ and co-led by WA DFI; the DFI release says approaching $90 million and describes DFI as leading the investigation.",
S182,"Washington State DFI Takes Action against Mortgage Servicer Newrez, LLC",Washington State Department of Financial Institutions,https://dfi.wa.gov/news/press/washington-state-dfi-takes-action-against-mortgage-servicer-newrez-llc,2026-04-06,2026-08-21,agency press release,verified,verified,"Confirmed 2026-08-21. Statement of charges seeking $4,175,000. Allegations named in the release include failing to mediate in good faith during foreclosure, providing misleading or inaccurate information to consumers, responding to consumer concerns in an untimely manner, onboarding loans incorrectly with resulting private mortgage insurance errors, inaccurate credit reporting and escrow problems, improperly maintained and serviced escrow accounts involving force-placed insurance, and inaccurate mortgage statements. Conduct period 2021 to 2026, arising from more than 125 consumer complaints. A statement of charges is an allegation, not a finding.",
S183,"38 U.S.C. 3732, Procedure on default, subsection (d), loss mitigation sequence",United States Code,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title38-section3732&num=0&edition=prelim,2025-07-30,2026-08-21,statute,verified,verified,"Read twice on 2026-08-21, from law.cornell.edu and from uscode.house.gov, word for word identical. Subsection (d) verbatim: The Secretary shall prescribe loss mitigation procedures, including a mandatory sequence in which the holder of a loan guaranteed under this chapter shall offer loss mitigation options (including an option to enter into a partial claim agreement under the VA Home Loan Program Reform Act) to a veteran, to help prevent the foreclosure of such loan. The Secretary may not purchase an entire such loan until the veteran has completed such sequence. Added by Pub. L. 119-31 sec 2(a)(3), effective July 30 2025.",
S184,"VA Servicer Handbook M26-4 Chapter 22, VA Partial Claim, FINAL, effective June 1 2026",Department of Veterans Affairs,https://www.knowva.ebenefits.va.gov/system/templates/selfservice/va_ssnew/help/customer/locale/en-US/portal/554400000001018/content/554400000324999/,2026-06-01,2026-08-21,agency handbook,verified,verified,"Read in full 2026-08-21 from the capture held in the project's receipts library, 10 pages, KnowVA article ID 554400000324999, header reads Effective June 1, 2026. The KnowVA portal returns no readable text to a fetcher, which is why S013 stayed thin; the capture does. Ten qualifying criteria at 22.02 a.1 to a.10. Criterion a.7 verbatim: The borrower has not received a loan modification in the 24 months preceding the date the servicer evaluates the loan under the Waterfall. Section 22.03 a.2 verbatim: Servicers must cease initiating, continuing, or completing foreclosures on loans where a TPP is offered to the borrower. The chapter contains no occurrence of co-borrower, caregiver or household.",
S185,12 CFR 1024.17 - Escrow accounts,Electronic Code of Federal Regulations,https://www.ecfr.gov/current/title-12/chapter-X/part-1024/section-1024.17,,2026-08-22,regulation,verified-needs-date,PENDING DATE,"Subsection (c) Limits on payments to escrow accounts carries the escrow account analysis requirement; subsection (f) Shortages, surpluses, and deficiencies requirements governs how a shortage is handled. Titles quoted from the section as fetched 2026-08-22.",
S186,"RCW 84.36.379 and 84.36.381 - Residences, property tax exemption, findings and qualifications",Washington State Legislature,https://app.leg.wa.gov/RCW/default.aspx?cite=84.36.381,,2026-08-22,regulation,verified-needs-date,PENDING DATE,"84.36.379 is Findings; 84.36.381 is Qualifications. A veteran qualifies at a combined service-connected evaluation rating of 40 percent or higher, or a total disability rating for a service-connected disability, subject to the three combined-disposable-income thresholds. Quoted as fetched 2026-08-22.",
S187,"RCW chapter 19.86 - Unfair business practices, consumer protection",Washington State Legislature,https://app.leg.wa.gov/RCW/default.aspx?cite=19.86,,2026-08-22,regulation,verified-needs-date,PENDING DATE,Chapter heading quoted as fetched 2026-08-22. RCW 19.86.020 declares unfair or deceptive acts or practices in trade unlawful; RCW 19.86.093 sets the claim elements.,
S188,"CHLA comment letter to VA Loan Guaranty Service on the working draft of the VA Partial Claim program, March 11 2025",Community Home Lenders of America,https://www.communitylender.org/wp-content/uploads/2026/03/CHLA-Ltr-VA-Partial-Claims.pdf,2025-03-11,2026-08-22,letter,verified,VERIFIED,"THE LETTER AS FILED, not a report about it. Date and addressee from the letterhead: March 11 2025, to Patrick J. Zondervan, Executive Director, VA Loan Guaranty Service. Asks VA to DELETE the Step 6 allowance permitting a 30-year modification to raise principal and interest by ""no more than a 15% increase"", stating: ""Given that the population of families needing this (waterfall) help is already precariously situated financially, putting additional stress on a family's monthly budget appears contrary to Congressional intent."" Also asks for 180 days notice before the program takes effect and for comment periods longer than 7 days. CHRONOLOGY RESOLVED 2026-08-22: this is NOT the March 2026 public comment period. Two separate events a year apart, both dates correct. March 2025 is this CHLA call-to-action letter, sent while VA and members of Congress were already discussing shutting VASP down, which VA then did without notice in the last week of April 2025. March 2026 is VA's public comment period on its draft H.R. 1815 policy proposals, which is the window the project's own 14-page comment was filed into. Do not merge them.",
S189,"CHLA letter to Secretary Doug Collins on the VASP transition, April 14 2025",Community Home Lenders of America,https://www.communitylender.org/wp-content/uploads/2025/04/VA-VASPtransition.pdf,2025-04-14,2026-08-22,letter,verified,VERIFIED,"Sent eleven days after the April 3 2025 VASP announcement, by the national trade association for small and mid-sized independent mortgage banks. Verbatim: ""There are likely thousands (maybe tens of thousands) of veterans who may qualify for VASP who haven't gone through the waterfall, and many who have been told they meet VASP qualifications but have not fully submitted documents to VA (and may not be able to within two weeks)."" And: ""the VA must elaborate in writing what the VASP deadline actually means. As just one example - if there is key information missing from an existing application (or an issue with title, etc), VA should give the veteran and their servicer time to cure the fault if the application was submitted on time, rather than just deny the file."" Asks for ""a new transition deadline of 60 days post VA's formal document/circular/handbook publication of this program change."" Announcement page: communitylender.org/chla-urges-va-to-ensure-fair-treatment-for-veterans-following-end-of-vasp-program/",
S190,"Statement of Secretary Douglas A. Collins before the Senate Committee on Veterans Affairs on the FY2027 budget request, May 20 2026",U.S. Department of Veterans Affairs,https://www.veterans.senate.gov/services/files/0BD6A705-7678-4733-B00C-277777CD4932,2026-05-20,2026-08-22,testimony,verified,VERIFIED,"The Department's own prepared statement for the hearing, seven pages, opening ""Chairman Moran, Ranking Member Blumenthal, and distinguished Members of the Subcommittee."" Registered because it is the official written position for the same hearing at which Collins committed orally to a June 15 2026 partial claim standup. The commitment itself is NOT in this document. It is in the questioning, transcribed and verified verbatim against the hearing video, and cited at S001. Local capture: Downloads\VFC_receipts\VA Testimony-SVAC Hearing on VA Budget-260520.pdf.",
S191,"Congressional Oversight Is Crucial for VA Accountability, testimony of Tim Stretton to the House Committee on Veterans Affairs, May 20 2026",Project On Government Oversight,https://www.pogo.org/testimonies/congressional-oversight-is-crucial-for-va-accountability,2026-05-20,2026-08-22,testimony,verified,VERIFIED,"Eleven pages. The cover names the hearing: House Committee on Veterans Affairs, ""H.R. 6733, the 'VISN Reform Act of 2025' [and Other Pending Legislation],"" May 20 2026, the same day as the Senate budget hearing at S190. Figures stated as of May 12 2026: 556 open VA OIG recommendations, 28 percent open longer than a year and three open longer than five years; 173 open GAO recommendations for VA, 21 of them priority. VA FY2027 request 488.2 billion dollars, up 34.9 billion or 7.7 percent. FY2025 VA awards 287.95 billion, including 6.09 billion in contracts awarded with no competition and 9.58 billion awarded on a single bid. Also records that GAO has had no Senate-confirmed comptroller general since Gene Dodaro retired at the end of 2025, and that a House appropriations subcommittee voted to cut GAO's budget by roughly 25 percent. A watchdog's testimony, not a government finding: the OIG and GAO recommendation counts are POGO's reading of those agencies' own public trackers on a stated date. Local capture: Downloads\VFC_receipts\POGO_Congressional-Oversight-is-Crucial-for-VA-Accountability.pdf.",
S192,"Housing Instability and Mental Distress among US Veterans, American Journal of Public Health","Bossarte, Blosnich, Piegari, Hill and Kane",https://doi.org/10.2105/AJPH.2013.301277,2013-12,2026-08-22,research,verified,VERIFIED,"AJPH 2013;103(Suppl 2):S213-S216. PMID 24148047. Authors affiliated with the VA VISN-2 Center of Excellence for Suicide Prevention and the VA National Center on Homelessness Among Veterans. THE KEY PROPERTY: the exposure is NOT homelessness. It is a single BRFSS item, how often in the past 12 months the respondent was worried or stressed about having enough money to pay rent or mortgage. Adjusted odds from Table 1: suicidal ideation 6.46 (2.60-16.07); frequent mental distress 5.21 (2.90-9.33), adjusted for gender, age, race, marital status and lifetime depression, anxiety or PTSD. Authors verbatim: ""psychological distress associated with homelessness may be elevated distally at the period preceding actual homelessness"" and they name ""loss or threat of loss of housing"". LIMITS THAT MUST TRAVEL WITH IT: cross-sectional so no causal direction; only 66 of 1767 exposed, which is why the ideation CI runs 2.60 to 16.07; Nebraska only, 2010 data, unweighted; the authors call the findings precursory.",
S193,"America s Military and Veteran Caregivers, Hidden Heroes Emerging from the Shadows, RAND RR-A3212-1","RAND Corporation, funded by the Elizabeth Dole Foundation",https://www.rand.org/pubs/research_reports/RRA3212-1.html,2024-09-24,2026-08-22,research,verified,VERIFIED,"Ramchand, Dalton, Dubowitz, Hyde, Malika, Morral, Ohana, Parks, Schell, Swabe, Trail and Williams. DOI 10.7249/RRA3212-1. 319 pages, 2023 RAND Caregiving Survey. Local copy in the receipts library. Table 2.2: 22 percent of military and veteran caregivers to adults 60 and under thought about ending their lives in the past year, against 5 percent of non-caregivers. Table 2.1: 43 percent met probable depression criteria on PHQ-8 at 10 or above, against 13 percent. Chapter 3: 70 percent reported difficulty paying bills against 39 percent; 35 percent of households below 130 percent of the federal poverty level; 8,583 dollars annual out-of-pocket and 4,522 dollars forgone income. Chapter 6: around 40 percent of children in these households help with caregiving tasks against about a quarter in civilian caregiving households; almost a quarter of caregivers said a caregiving child needed mental health treatment and did not get it. CAVEAT: the child SDQ scores rest on an unweighted n of 25 and are parent-reported, so direction only, never a decimal point. RAND is internally inconsistent on the ideation figure, Summary says about 20 percent and Table 2.2 says 22; cite the table. Military.com coverage of this report misstates several figures including 199 billion for 119 billion; do not cite the news article. THE GAP THAT IS ITSELF A FINDING: the words foreclosure, eviction, homeless and housing instability appear zero times in 319 pages.",
S194,"Phenotypes of caregiver distress in military and veteran caregivers, suicidal ideation associations, PLOS ONE","Delgado, Peacock, Wang and Pugh",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0253207,2021-06-11,2026-08-22,research,verified,VERIFIED,"PLOS ONE 16(6):e0253207. DOI 10.1371/journal.pone.0253207. Peer reviewed. n=458 military caregivers, mean age 39.8. Verbatim from the abstract: ""Many (39%) experienced interruptions in their education and 23.6% reported suicidal ideation since becoming a caregiver."" LIMITS: cross-sectional web-based convenience sample, not population representative, no comparison group, and the window is since caregiving began rather than the past 12 months. DO NOT STACK THIS WITH S193s 22 percent as if the two confirm each other; they measure different windows in different samples.",
S195,"House Report 119-622 accompanying H.R. 8469, MilCon-VA Appropriations Act 2027",House Committee on Appropriations,https://www.govinfo.gov/content/pkg/CRPT-119hrpt622/html/CRPT-119hrpt622.htm,2026-04-23,2026-08-22,committee report,verified,VERIFIED,"Filed 2026-04-23 by Mr. Carter of Texas; full committee approved 2026-04-21 by 58-0; H.R. 8469 passed the House 2026-05-15. Page 30, heading ""Veterans Affairs Servicing Purchase (VASP) Program and Partial Claim Program Implementation"", states as a committee finding: ""This gap has exposed veterans to the risk of foreclosure."" It directs VA to report within 90 days of enactment on five items including ""the number of veteran borrowers currently delinquent or at risk of foreclosure"" and the Partial Claim Program timeline. Page 53 encourages VA to add to its annual suicide-prevention report metrics including ""home loan use and foreclosure assistance and participation in housing and food insecurity programs"" to show ""the correlation between VA benefit usage and the veterans who die by suicide."" Page 44 notes homelessness data may undercount women veterans with children. STATUS THAT MUST TRAVEL WITH IT: this is COMMITTEE REPORT LANGUAGE, directive but NOT statutory, and it takes effect on enactment. The Senate has produced no FY2027 MilCon-VA bill, so the 90-day clock has not started. CORRECTION LOGGED 2026-08-22, REPLACING A WRONG ENTRY THAT STOOD HERE: an earlier pass searched this report for demographic-equity and disparate-impact wording, found none, and recorded that the report carries no equity provision. That was a search result, not a property of the document. The report does carry equity, in the legal sense. Page 32, verbatim: ""ending equitable relief for veterans who were deemed eligible for benefits in error would place an unfair burden on veterans and their families. The Secretary is encouraged to continue to grant or extend equitable relief to eligible veterans initially deemed eligible in instances of administrative error."" TWO LIMITS THAT MUST TRAVEL WITH IT: the operative verb is is encouraged to, weaker than the directs at page 30; and the report cites NO statutory authority for equitable relief, the string 503 appears nowhere in its 121 pages, so 38 U.S.C. 503 must not be attributed to this report. What is genuinely absent is the demographic reading: the word disparate does not appear anywhere, and the two uses of disproportionately at pages 36 and 49 are about health, not housing. The Filipino Veterans Equity Compensation Fund at Sec. 239 of the bill is unrelated to either reading. Further equity-and-burden language sits at pages 21, 26, 27, 28, 33 and 57. Text retrieved from govinfo because congress.gov refuses automated fetches.",
S196,Association Between Receipt of a Continuum of Supportive Housing Services and Mortality Among Veterans With Experience of Housing Instability,"Montgomery, Jones, True, deRussy, Richman, Dichter and Blosnich",https://doi.org/10.1016/j.amepre.2024.11.011,2025-03,2026-08-22,research,verified,VERIFIED,"American Journal of Preventive Medicine 2025;68(3):497-507. PMID 39617105. VA electronic health records 2014-2019 linked to National Death Index mortality; cohort of 662,682 veterans with housing-instability indicators; discrete-time survival, person-month. Verbatim: ""Veterans who received homeless services across the 3 levels of public health prevention had reduced odds of suicide compared to nonparticipants, while Veterans exiting these programs had higher odds of suicide"" and ""Exiting programs to address housing instability may be a vulnerable period for Veterans."" UNVERIFIED: the publisher page is robots-disallowed, so the citation and abstract come from Crossref and Europe PMC and the full text has NOT been read. No odds ratios or confidence intervals are visible, only a p-value range, so publish the DIRECTION only and no effect size. Observational, not randomized: veterans who stay enrolled may differ from those who exit. Note a companion paper by the same team on an overlapping cohort, Archives of Suicide Research 2024;28(3):860-876, reports a NULL association; the literature is not settled and a record citing one without the other is exposed.",
S197,"VA Circular 26-24-12 Change 1, Loan Repayment Relief for Borrowers","U.S. Department of Veterans Affairs, Veterans Benefits Administration",https://www.benefits.va.gov/HOMELOANS/documents/circulars/26-24-12-change1.pdf,2024-06-21,2026-08-22,agency circular,verified,VERIFIED,"A one-instruction change to the circular registered at S092, dated June 21 2024, verbatim: ""Page 1, paragraph 3c: Delete The servicer has not received a monthly payment for at least 210 days, and the borrower is not responding to the servicer outreach attempts."" WHY A ONE-LINE DOCUMENT IS REGISTERED SEPARATELY: the base circular PDF at S092 was never reissued, so the deleted exception is still printed there and a reader who pulls only that file will get the wrong answer for any date after June 21 2024. The rescission date is unchanged, January 1 2025. Retrieved and read 2026-08-22.",
S198,Blumenthal Raises Alarm Over Skyrocketing Cost of VA Community Care at Hearing,Office of U.S. Senator Richard Blumenthal,https://www.blumenthal.senate.gov/newsroom/press/release/video-blumenthal-raises-alarm-over-skyrocketing-cost-of-va-community-care-at-hearing,2026-02-11,2026-08-22,member press release,verified,VERIFIED,"Senate Veterans Affairs Committee hearing, February 11 2026. The VA witness named is Richard Topping, VA Chief Financial Officer. Quoted verbatim in the release, all of them Blumenthal: ""Since 2019, the funding for the VA community care program has increased from $9 billion to more than $48 billion in the VA fiscal year 2026 request. That's an increase of 530%. That's a staggering increase, wouldn't you agree?""; ""Over that same period, funding for VA direct care has increased by far less, about 200%...Why the disparity?""; and ""we need to answer those types of questions. You don't have answers right now."" The release states that Topping was unable to answer. WHAT THIS IS AND IS NOT: a member office release, not a transcript. Blumenthal is quoted; Topping is characterized, not quoted, so nothing may be put in his mouth from this source. DO NOT MERGE IT WITH THE MAY 20 2026 SVAC BUDGET HEARING. The two are different exchanges months apart and stacking them would be a fabrication. UPDATED 2026-08-24: the later exchange is now registered in its own right at S225, sourced to the retained C-SPAN transcript for program 679573 with its tier stated, and its setting independently verified at S224. The separation instruction STANDS. Cite S198 for February 11 and S225 for May 20, never both for one claim. Figures in the release: community care $9B in 2019 to more than $48B in the FY2026 request, 530 percent; direct care about 200 percent over the same period; community care contracts around $1 trillion; implementation year 2027.",
S199,"H.R. 8532, VA Home Loan Affordability Act, as introduced","U.S. Government Publishing Office, govinfo",https://www.govinfo.gov/content/pkg/BILLS-119hr8532ih/html/BILLS-119hr8532ih.htm,2026-04-27,2026-08-23,bill text,verified,VERIFIED,"Bill text read in full against the govinfo print on 2026-08-23. Long title verbatim: ""To amend title 38, United States Code, to align elements of the housing loan program of the Department of Veterans Affairs with requirements of the Federal Housing Administration, and for other purposes."" Section 2 carries eight lettered subsections, headings verbatim: (a) Prohibition of Requirement of Third Party Verification of Lender Fees; (b) Refinancing of Housing Loans; (c) Expansion of Guaranteed Loans for Condominiums; (d) Maximum Closing Costs and Seller Fees for Guaranteed Loans; (e) Regular Prescription of Debt-to-Income Ratios; (f) Minimum Experience of an Appraiser Required; (g) Review of Appraisal Minimum Property Requirements; (h) Plan To Modernize IT for Housing Loans. Sponsor line as printed: ""Mr. Van Orden (for himself, Mr. Bost, Mr. Barrett, Mrs. Kiggans of Virginia, and Mr. Ciscomani)"". WHAT THIS SOURCE DOES AND DOES NOT ESTABLISH: it establishes what the bill contains. It does not establish intent, and it does not establish who supports it. A 2026-06-25 working memo records a note that Freedom Mortgage was listed as a cosupporter and flags it ""CONFIRM from Leann's prior research before public use""; that claim is UNVERIFIED and must not be published or asserted under oath until a primary record is in hand.",
S200,"H.R. 9379, Affordable Homes for Veterans Act of 2026, as introduced","U.S. Government Publishing Office, govinfo",https://www.govinfo.gov/content/pkg/BILLS-119hr9379ih/html/BILLS-119hr9379ih.htm,2026-06-18,2026-08-23,bill text,verified,VERIFIED,"Bill text read against the govinfo print on 2026-08-23. Long title verbatim: ""To codify processing timelines for applications for the assumption of a loan guaranteed by the Department of Veterans Affairs, to require the Inspector General of the Department to conduct an assessment of loan servicer compliance with such timelines, and for other purposes."" Three operative provisions, verbatim: ""The servicer of a loan guaranteed under this chapter shall process and render a decision on a complete application for the assumption of such a loan within 45 calendar days of receipt""; ""servicers may not threaten, suggest, or imply to individuals who are potential assumers of such loans that the processing timeline will exceed 45 calendar days as a reason to discourage assumptions""; and ""the Inspector General of the Department of Veterans Affairs, in consultation with the Comptroller General of the United States, shall conduct an assessment"" within 90 days, reporting to Congress within 18 months. SCOPE, and it matters: an assumption is a buyer taking over an existing VA loan. This bill does not touch foreclosure, loss mitigation, default servicing, VASP or the H.R. 1815 partial claim. It is cited here for its ARCHITECTURE, not its coverage.",
